title,description,price,rating,seller,image
"ASUS 27” 1080P Eye Care Monitor (VA27DQF) - IPS, Full HD, Frameless, 100Hz, 1ms, Adaptive-Sync, , for Working and Gaming, Low Blue Light, Flicker Free, HDMI, DisplayPort","27-inch Full HD (1920x1080) frameless design with IPS 178° wide viewing angle panel ,Smooth Motion 100Hz refresh rate and 1ms MPRT delivers a seamless, tear-free visual experience by enabling VRR (variable refresh rate) ,Rich connectivity features HDMI and DisplayPort, plus earphone jack ,VESA wall-mountable to save on desktop space ,ASUS Eye Care monitors feature TÜV Rheinland-certified Flicker-free and Low Blue Light technologies to ensure a comfortable viewing experience ,What’s in the Box: HDMI cable, L-shaped Screwdriver, Power cord, Quick start guide, Warranty Card ,Free 1-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$109.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/24-281-282-01.jpg
"MSI 27"" 144 Hz Rapid IPS UHD Gaming Monitor FreeSync Premium & G-Sync Compatible 3840 x 2160 (4K) 97% Adobe RGB / 98% DCI-P3 / 129% sRGB MAG274UPF","Rapid IPS Panel - Provides 1ms fast GtG response time, optimizes screen colors and brightness. ,4K UHD High Resolution - Games will look even better, displaying more details. ,144Hz Refresh Rate - Respond faster with smoother frames. ,1ms GtG Response Time - Eliminate screen tearing and choppy frame rates. ,Gaming Intelligence APP - Create the perfect viewing settings for your games. ,AMD Free-Sync premium Technology - Tear free, stutter free, fluid gaming. ,Adjustable Stand - Easily change the position of the monitor for maximum ergonomics. ,VESA DisplayHDR 400 - Stunning visuals through contrast and shadow adjustment. ,Night Vision - Smart black tuner to brighten your day by bringing out the fine details in dark areas. ,",$269.99 ,4.5,Newegg,https://c1.neweggimages.com/ProductImage/24-475-327-30.jpg
"ASUS 24"" (23.8-inch viewable) Eye Care Monitor (VY249HF) - Full HD, IPS, 100Hz, IPS, SmoothMotion, 1ms, Adaptive Sync, Blue Light Filter, Flicker Free, HDMI, VESA Mountable","23.8"" Full HD IPS panel with 100Hz refresh rate for smooth video viewing and casual gameplay. ,SmootMotion technology with up to 100Hz refresh rate and 1ms MPRT eliminate tracing and ensure crisp and clear video playback and daily usage ,Adaptive Sync delivers fluid, artifact-free visuals at any frame rate ,Eye Care Plus technology includes Color Augmentation mode that helps users with color-vision deficiency better distinguish between colors, and Rest Reminder helps users manage screen time. ,What’s in the box: HDMI cable, L-shaped Screwdriver, Power Cord, Warranty card, Quick Start Guide ,ASUS Rapid Replacement (ARR) 3 years warranty service with free cross shipping ,Free 1-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 08/31/2024) ,",$109.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/24-281-288-03.jpg
"ViewSonic VX2767-MHD 27 Inch 1080p Gaming Monitor with 75Hz, 1ms, Ultra-Thin Bezels, FreeSync, Eye Care, HDMI, VGA, and DP","BE THE DIFFERENCE: With modern design, 1080p resolution, and fast 1ms (MPRT) response time, this monitor looks as good as it performs ,NO IMAGE TEARING: AMD FreeSync technology enables smooth frame rates to aid you in battle ,COMFORTABLE GAMING: Flicker-Free technology and Blue Light Filter for all-day comfort ,GAME ON: An arsenal of pre-set customizable visual modes keeps you ready for any FPS, RTS, or MOBA games ,FLEXIBLE CONNECTIVITY: The VX2467-MHD supports laptops, PCs, and Macs with HDMI, DisplayPort, and VGA inputs ,INCLUDED IN THE BOX: LCD Monitor, Power Cable, HDMI Cable, and Quick Start Guide ,",$89.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-117-076-S01.jpg
"ASUS ROG Swift OLED PG42UQ Gaming Monitor - 41.5"" 4K, OLED, 138Hz (Overclocked), 0.1 ms (GTG), G-SYNC Compatible, Custom Heatsink, 98% DCI-P3, True 10-bit, HDMI 2.1, DisplayPort 1.4","41.5-inch 4K (3840 x 2160) OLED gaming monitor with 138Hz (overclocked) refresh rate, designed for immersive gaming ,Features extreme blacks, high perceptual brightness and ultrafast 0.1 ms response time, with 98% DCI-P3 color gamut and Delta E <2 color difference for astonishing HDR performance ,Custom heatsink enables up to 8%-lower temperatures for better long-term OLED performance , , , , ,",$249.99 ,3.8,Newegg,https://c1.neweggimages.com/ProductImage/24-281-223-38.jpg
"ASUS TUF Gaming 28"" 4K 144Hz DSC HDMI 2.1 Gaming Monitor (VG28UQL1A) - UHD (3840 x 2160), Fast IPS, 1ms, Extreme Low Motion Blur Sync, G-SYNC Compatible, FreeSync Premium, Eye Care, DCI-P3 90%","28-inch UHD (3840 x 2160) Fast IPS gaming monitor with 144 Hz refresh rate and 1 ms (GTG) response time, designed for professional gamers ,HDMI 2.1 supports native 4K 120 Hz gaming without chroma subsampling (4:4:4) on PlayStation 5 and Xbox Series X ,ASUS Extreme Low Motion Blur Sync (ELMB Sync) technology ,NVIDIA G-SYNC Compatible, AMD FreeSync Premium, and exclusive Variable Overdrive technology ensure seamless, tear-free gaming ,High dynamic range (HDR) technology with DisplayHDR 400 compliance and 90% DCI-P3 professional color gamut provide amazing color performance ,Rich connectivity with DisplayPort 1.4 DSC, HDMI (v2.1) x2, HDMI (v2.0) x2, USB 3.1 Hub, and USB 3.0 port ,What's in the box: HDMI cable, DisplayPort cable, USB cable, Power cord & adapter, Warranty card, Quick Start Guide ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$571.45 ,4.6,Newegg,https://c1.neweggimages.com/ProductImage/24-281-157-01.jpg
"LG 24MP60G-B 24"" Full HD 1920 x 1080 75 Hz 1 ms MBR D-Sub, HDMI, DisplayPort, Headphone Out FreeSync (AMD Adaptive Sync) IPS Gaming Monitor","1920 x 1080 75 Hz ,1 ms MBR ,D-Sub HDMI DisplayPort ,1,000:1 ,16.7 Million ,Tilt VESA Compatibility - Mountable ,",$109.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-026-191-V01.jpg
ViewSonic VX3211-4K-MHD 32 Inch 4K UHD Monitor with 99% sRGB Color Coverage HDR10 FreeSync HDMI and DisplayPort,"VERSATILE MONITOR: 32 Inch 4K UHD (3840x2160p) MVA monitor with thin bezels and 60Hz refresh rate ,HDR10 CONTENT SUPPORT: For deep contrast, rich color, and vibrant details ,ULTRA-SMOOTH GAMING: AMD FreeSync technology enables fluid and tear-free gameplay ,OPTIMIZED VIEW SETTINGS: Offers Game, Movie, Web, Text, and Mono presets ,FLEXIBLE CONNECTIVITY: The VX3211-4K-MHD supports laptops, PCs, and Macs with HDMI, and DisplayPort inputs ,",$153.99 ,4.2,Newegg,https://c1.neweggimages.com/ProductImage/1B4-009M-00181-V01.jpg
"ASUS TUF Gaming 27"" 1440P HDR Monitor (VG27AQ1A) - QHD (2560 x 1440), IPS, 170Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, NVIDIA G-SYNC Compatible, VESA Mountable, DisplayPort, HDMI","27 inch WQHD (2560 x 1440) IPS gaming monitor with ultrafast 170Hz refresh rate designed for professional gamers and immersive gameplay ,ASUS Extreme Low Motion Blur (ELMB) technology eliminates ghosting and tearing for sharp gaming visuals with high frame rates. ,G-SYNC Compatible ready* (processing), delivers a seamless, tear-free gaming experience by enabling VRR (variable refresh rate) by default ,ASUS Eye Care technology features TÜV Rheinland-certified Flicker-free and Low Blue Light technologies for less eye fatigue and ensure a comfortable viewing experience with its ergonomic tilt and swivel stand ,Robust Connectivity with HDMI (v2.0) x2, DisplayPort 1.2 ports ,Shadow Boost enhances image details in dark areas, brightening scenes without over-exposing bright areas ,Supports both Adaptive-Sync with NVIDIA GeForce* graphics cards and FreeSync with AMD Radeon graphics cards *Compatible with NVIDIA GeForce GTX 10 series, GTX 16 series, RTX 20 series and newer graphics cards ,",$269.99 ,4.6,Newegg,https://c1.neweggimages.com/ProductImage/24-281-087-01.png
"ASUS ROG Strix 32"" 1440P USB-C Curved HDR Gaming Monitor (XG32WCS) - QHD, 180Hz, 1ms, Fast VA, Extreme Low Motion Blur Sync, FreeSync, DisplayWidget, Tripod Socket, AI Technology","32-inch curved 2560 x 1440 HDR gaming monitor with ultrafast 180Hz refresh rate designed for professional gamers and immersive gameplay ,ASUS Fast VA technology enables a 1ms response time (GTG) for sharp gaming visuals with high frame rates ,ASUS Extreme Low Motion Blur Sync (ELMB SYNC) technology enables ELMB together with variable refresh rate, eliminating ghosting and tearing for sharp gaming visuals with high frame rates ,90% DCI-P3 color gamut with ASUS advanced gray-scale tracking technology ensures smoother color gradation delivered and uniformity ,DisplayWidget Center enables easy monitor settings adjustments with a mouse ,USB Type-C with DP Alt mode, meaning that you can connect your device with clutter-free set-up ,What's in the box: DisplayPort cable, Power cord, ROG pouch, ROG sticker, Warranty Card, Quick start guide ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$153.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/24-281-319-01.jpg
"ASUS ProArt Display 27"" 1440P Professional Monitor (PA278CGV) - IPS, QHD (2560 x 1440), 144Hz, 95% DCI-P3, Delta E<2, Calman Verified, USB-C PD 90W, FreeSync Premium, DisplayHDR 400, Height Adjustable","27-inch QHD (2560 x 1440) LED backlight display with IPS 178° wide viewing angle panel ,International color standard 95% DCI-P3 and 100% sRGB/Rec. 709 wide color gamut ,Calman Verified with factory calibrated for excellent Delta E < 2 color accuracy ,Extensive connectivity including DP over USB-C with 90W Power Delivery, DisplayPort, HDMI and USB hub ,144Hz variable refresh rate (VRR) with FreeSync Premium, providing smooth fast-rendering and comfortable viewing experience ,Ergonomic design with tilt, swivel, pivot and height adjustments for a comfortable viewing experience ,Green Sustainability: paper packaging and energy-efficient environmental standards ,What's in the Box: DisplayPort cable, Ergonomic Stand, HDMI cable, USB-C cable, Power cord, Quick start guide, Warranty Card, Welcome Card ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 08/31/2023) ,",$269.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/24-281-263-04.jpg
"ASUS 27” 1440P Curved Gaming Monitor - QHD (2560 x 1440), Fast IPS, 170Hz, 1ms, G-SYNC Compatible, FreeSync Premium, Eye Care, HDMI, DisplayPort, Height Adjustable, DisplayHDR 400 ROG Strix XG27AQV","27"" ,Fast IPS WQHD 2560 x 1440 (2K) ,170 Hz (overclocking) ,FreeSync Premium & G-SYNC Compatible (in process) ,1,000:1 ,16.7 Million ,Tilt: -5°~+20° Swivel: -25°~+25° Pivot: Yes (0° ~ 90° Clockwise) Height Adjustment: 0~110 mm ,1 x DisplayPort 1.2 / 2 x HDMI 2.0 ,Power adapter, Power cord, DisplayPort cable, HDMI cable, Warranty Card, QSG, ROG pouch ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$269.99 ,4.4,Newegg,https://c1.neweggimages.com/ProductImage/24-281-245-10.jpg
"AOC Agon PRO AG275QXL 27"" Quad HD 2560x1440 Gaming Monitor, QHD 2K 170Hz 1ms, G-SYNC Compatible","This AOC monitor features some small gadgets to highlight League of Legends in experiential details ,The League of Legends edition monitor is equipped with top-notch features such as a 170 Hz refresh rate and a 1ms response time. FreeSync Premium and G-SYNC compatibility further support the non-stop smooth performance of your visuals. ,The emerging craftsmanship known as Hextech is a fusion between magic and technology - a new advancement in the world of Runeterra. The artifacts forged with this fabled method are astonishingly powerful and sport a unique and intricate design. ,Become one with the game and fully immerse yourself into the action on Summoners Rift! ,The QHD resolution of 2560 x 1440 VESA DisplayHDR 400 provides stunning image quality and delivers blacker blacks, so that images and colors pop. ,QuickSwitch external remote gives you a competitive edge by letting you conveniently switch between game modes and adjust gaming features on the fly. ,",$459.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/3D4-001B-00063-05.jpg
LG 27'' UltraGear QHD 2560 x 1440 IPS 1ms 144Hz HDR Monitor with G-SYNC Compatibility,"27"" QHD (2560 x 1440) IPS Display ,IPS 1ms (GtG) Response Time ,144Hz Refresh Rate ,NVIDIA G-SYNC Compatible with AMD FreeSync Premium ,sRGB 99% Color Gamut with HDR10 ,3-Side Virtually Borderless Display ,",$249.99 ,4.1,Newegg,https://c1.neweggimages.com/ProductImage/AKVHD210102OPRG9.jpg
"ASUS TUF Gaming 27"" 1080P Gaming Monitor (VG277Q1A) - Full HD, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, FreeSync Premium, Shadow Boost, Eye Care, HDMI, DisplayPort, Tilt Adjustable","27-inch Full HD (1920x1080) gaming monitor with ultrafast 165Hz refresh rate designed for professional gamers and immersive gameplay ,ASUS Extreme Low Motion Blur (ELMB) technology enables a 1ms response time (MPRT) together with Adaptive-sync, eliminating ghosting and tearing for sharp gaming visuals with high frame rates ,FreeSync Premium technology to eliminate screen tearing and choppy frame rates ,Shadow Boost enhances image details in dark areas, brightening scenes without over-exposing bright areas ,Supports both Adaptive-Sync with NVIDIA GeForce* graphics cards and FreeSync with AMD Radeon graphics cards *Compatible with NVIDIA GeForce GTX 10 series, GTX 16 series, RTX 20 series and newer graphics cards ,What's in the box: HDMI cable, DisplayPort cable, Power cord, Warranty card, Quick Start Guide ,Free 1-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 9/15/2022) ,",$269.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/24-281-167-V01.jpg
"TUF VG328H1B 31.5"" Full HD Curved Screen Gaming LCD Monitor - 16:9","TUF VG328H1B 31.5"" Full HD Curved Screen Gaming LCD Monitor - 16:9 - 32"" Class - Vertical Alignment (VA) - 1920 x 1080 - 16.7 Million Colors - FreeSync Premium - 250 Nit Maximum - 1 ms - 120 Hz Refresh Rate - HDMI - VGA ,",$109.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/ABDHS220217148YYL6E.jpg
"ASUS TUF Gaming VG34VQL1B 34"" Curved HDR Monitor, WQHD (3440 x 1440), 165Hz, 1ms, Extreme Low Motion Blur, FreeSync Premium, Eye Care, 2 x DisplayPort 2 x HDMI USB, Height Adjustable, DisplayHDR 400","34-inch WQHD (3440 x 1440) 1500R curved gaming monitor with ultra-fast 165Hz (supports 144Hz) refresh rate designed for professional gamers and immersive gameplay ,ASUS Extreme Low Motion Blur (ELMB) technology enables a 1ms response time (MPRT) to eliminate ghosting for sharp gaming visuals at high frame rates ,FreeSync Premium technology to eliminate screen tearing and choppy frame rates ,High Dynamic Range (HDR) technology, DisplayHDR 400 certification ,Extensive connectivity with DisplayPort 1.4 x2, HDMI (v2.0) x2, USB Hub ports ,Supports both Adaptive-Sync with NVIDIA GeForce* graphics cards and FreeSync with AMD Radeon graphics cards ,What's in the Box: HDMI cable, DisplayPort cable, USB cable, L-shaped screwdriver, screws, and rubber, Power cord, Warranty card, Quick Start Guide ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$269.99 ,4,Newegg,https://c1.neweggimages.com/ProductImage/24-281-097-S02.jpg
"ViewSonic OMNI VX2728J-2K 27 Inch Gaming Monitor QHD 2560 x 1440 (2K) 165Hz 1ms IPS w/ FreeSync Premium, Advanced Ergonomics, HDMI, DP","27 Inch QHD (2560x1440p) IPS gaming monitor with thin bezels ,165Hz refresh rate and 0.5ms (MPRT) response time for ultimate gaming experience ,AMD FreeSync Premium technology enables fluid and tear-free gameplay ,Advanced ergonomics (tilt, swivel, rotate and height) for all-day comfort ,HDR10 content support for deep contrast, rich color, and vibrant details ,The VX2728J-2K supports laptops, PCs, Macs and more with HDMI, and DisplayPort inputs ,",$249.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-117-161-01.png
"ASUS ROG Swift 27"" 1440P Gaming Monitor (PG279QM) - QHD (2560 x 1440), Fast IPS, 240Hz, 1ms, G-SYNC, NVIDIA Reflex Latency Analyzer, DisplayHDR400, Eye Care, HDMI, DisplayPort, USB, Height Adjustable","27-inch WQHD (2560 x 1440) Fast IPS gaming monitor with 240Hz refresh rate designed for professional gamers ,NVIDIA G-SYNC processor provides smooth, tear-free gaming at refresh rates up to 240Hz ,NVIDIA Reflex Latency Analyzer gives competitive gamers an accurate measurement of system latency for the first time. ,ASUS Fast IPS technology enables a 1ms response time (GTG) for sharp gaming visuals with high frame rates ,High dynamic range (HDR) technology with DisplayHDR 400 certification and DCI-P3 professional color gamut ensures exceptional contrast and color performance ,Robust Connectivity with USB 3.0 x2, DisplayPort 1.4 and HDMI (v2.0) x3 ports ,What's in the box: Power adapter, Power cord, DisplayPort cable, HDMI cable, USB3.0 cable, Warranty Card, Quick start guide, Color calibration report, ROG welcome card, ROG sticker ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$269.99 ,4.9,Newegg,https://c1.neweggimages.com/ProductImage/24-281-148-V03.jpg
"MSI Optix MAG342CQR 34"" UWQHD 3440 x 1440 (2K) 1ms (MPRT) 144 Hz 2 x HDMI, DisplayPort AMD FreeSync Curved Gaming Monitor","3440 x 1440 (2K) 144 Hz 1ms (MPRT) ,2 x HDMI DisplayPort ,Ultra Wide 21:9 screen ,Curved screen for surround view ,AMD FreeSync ,Ultrawide 21:9 & HDR for best gaming experience ,Height adjustable arm ,Super narrow bezel for max viewing size ,RGB gaming LED finishing ,",$89.99 ,4.5,antonline,https://c1.neweggimages.com/ProductImage/24-475-103-V01.jpg
"Z-EDGE 27 inch 1920 x 1080 Full HD 240Hz 1ms 16.7 Million Colors Flat Panel IPS Gaming Monitor, FreeSync, HDR10, Low Blue Light, Support VESA Mount","IPS Flat Panel ,240Hz Ultra High Refresh Rate & 1ms fast respond time. ,2 x HDMI 2.0, 2 x DisplayPort 1.4 ,Eye Care with Ultra Low Blue Light Technology ,Support FreeSync ,178° Wide Angel Viewing ,",$199.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/AT2ES2409180GAME129.jpg
"Z-EDGE UG27P 27"" 1080P Curved Gaming Monitor, 240Hz, 1ms, 350cd/m², HDR10, FreeSync, 2 x HDMI 2.0, 2 x DisplayPort 1.2, Built-in Speakers, with RGB Breathing Light","27"" 1080P FHD Curved Monitor. ,240Hz, 1ms MPRT. ,Ultra-Slim Frame. ,HDR10 Compatible. ,178° Wide Angel Viewing. ,2 x DisplayPort 1.2, 2 x HDMI 2.0. ,Support FreeSync. ,With RGB Breathing Light. ,Built-in Speakers. ,Eye-Care Technology. ,",$109.99 ,3.5,Newegg,https://c1.neweggimages.com/ProductImage/AT2ES2309066MqHP.jpg
"ASUS ROG Strix 32"" HDMI 2.1 DSC Gaming Monitor (XG32UQ) - 4K UHD (3840 x 2160), Fast IPS, 160Hz, 1ms, G-SYNC Compatible, FreeSync Premium Pro, DisplayPort, USB, HDMI, DisplayHDR600, Variable Overdrive","32-inch 4K UHD (3840 x 2160) Fast IPS professional gaming monitor with 160 Hz refresh rate (overclocking) ,HDMI 2.1 supports native 4K 120 Hz gaming without chroma subsampling (4:4:4) on PlayStation 5 and Xbox Series X ,NVIDIA G-SYNC compatible and exclusive Variable Overdrive technology deliver seamless, tear-free gaming ,High dynamic range (HDR) technology with DisplayHDR 600 compliance combined with 96% DCI-P3 color gamut ensures exceptional contrast and color performance ,Features an ergonomically designed stand to offer extensive swivel, tilt, and height adjustment ,What's in the box: USB 3.0 cable, DisplayPort cable, HDMI Ultra High Speed Cable, ROG pouch, Color pre-calibration report, ROG sticker, Quick start guide, Warranty Card ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$601.99 ,4.4,Newegg,https://c1.neweggimages.com/ProductImage/24-281-233-01.jpg
"ASUS ROG Strix 27” QHD HDR400 USB-C Gaming Monitor(XG27ACS)-2560x1440, 180Hz, 1ms, Fast IPS, 133% sRGB, Extreme Low Motion Blur Sync, G-Sync Compatible, DisplayWidget, Tripod Socket, 3 year warranty","27"" 16:9 IPS Panel ,HDMI | DisplayPort | USB-C (7.5W) ,QHD (1440p) 2560 x 1400 at 180 Hz ,FreeSync | G-Sync Compatible | VRR ,1 ms (GtG) Response Time ,1000:1 Contrast Ratio ,400 nits Peak Brightness (HDR) ,16.7 Million Colors with HDR ,1/4"" Tripod Socket ,",$269.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/24-281-306-01.jpg
"MSI 27"" 250 Hz VA Gaming Monitor FreeSync Premium (AMD Adaptive Sync) 1920 x 1080 G27C4X","Superfast 250Hz Curved Monitor ,Earphone out ,Curved screen for surround view ,AMD FreeSync Premium ,Super narrow bezel for max viewing size ,",$249.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-475-288-02.jpg
"ViewSonic VX2716 27 Inch 1080p 1ms 100Hz Gaming Monitor with IPS Panel, AMD FreeSync, Eye Care, HDMI and DisplayPort","SEE THE DIFFERENCE: 27 Inch Full HD (1920x1080p) IPS gaming monitor with thin bezels ,MAXIMIZED GAMEPLAY: 100Hz refresh rate and 1ms (MPRT) response time for ultimate gaming experience ,ULTRA-SMOOTH GAMING: AMD FreeSync technology enables fluid and tear-free gameplay ,ENHANCED VIEWING COMFORT: Flicker-Free technology and Blue Light Filter for reduced eye fatigue ,FLEXIBLE CONNECTIVITY: The VX2716 supports laptops, PCs, Macs and more with HDMI and DisplayPort inputs ,",$249.99 ,4,Newegg,https://c1.neweggimages.com/ProductImage/AN7GD2406241D73SWA8.jpg
"ViewSonic VX3218C-2K 32 Inch Curved 1440p 1ms 165Hz Gaming Monitor with AMD FreeSync Premium, Eye Care, HDMI and Display Port","CURVED DESIGN: 32 Inch QHD (2560x1440p) 1500R curved gaming monitor with thin bezels ,MAXIMIZED GAMEPLAY: 165Hz refresh rate and 1ms MPRT response time (with DisplayPort) for ultimate gaming experience ,ULTRA-SMOOTH GAMING: AMD FreeSync Premium technology enables fluid and tear-free gameplay ,ENHANCED VIEWING COMFORT: Flicker-Free technology and Blue Light Filter for reduced eye fatigue ,GAME ON: An arsenal of pre-set customizable visual modes keeps you ready for any FPS, RTS, or MOBA games ,",$269.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/AN7GD2406241D843L99.jpg
"Z-EDGE 27 inch 1920 x 1080 Full HD 200 Hz 1 ms Curved Gaming Monitor, HDMI 2.1, DisplayPort 1.4, FreeSync, Support VESA Mount","27"" 1500R Curved Screen. ,200Hz, 1ms. ,HDR10 supported. ,Ultra-Slim Bezel. ,178° Wide Angel Viewing. ,HDMI 2.1 + DisplayPort 1.4. ,Support FreeSync. ,",$109.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/AT2ES24090907QMCFB2.jpg
"ASUS TUF Gaming 32"" (31.5"" viewable) 4K HDR DSC Gaming Monitor (VG32UQA1A) - UHD (3840 x 2160), 160Hz, 1ms, Extreme Low Motion Blur Sync, FreeSync Premium, HDMI2.1, Speakers, 120% sRGB, DisplayHDR 400","31.5-inch 4K (3840 x 2160) gaming monitor with overclock to 160Hz refresh rate designed for professional gamers and immersive gameplay ,ASUS Extreme Low Motion Blur Sync (ELMB Sync) technology enables ELMB and variable-refresh-rate technologies to work simultaneously to eliminate ghosting and tearing for sharp gaming visuals with high frame rates ,FreeSync Premium delivers a seamless, tear-free gaming experience by enabling VRR (variable refresh rate) by default ,High Dynamic Range (HDR) technology with DisplayHDR 400 compliance supports HDR-10 format to enhance bright and dark areas ,Robust connectivity with DisplayPort 1.4 DSC, HDMI(v2.1) x2, USB Hub (USB 3.2 Gen 1 Type-A x2) ,What's in the box: DisplayPort cable, USB Cable, Power cord & adapter, Quick start guide, Warranty Card ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$602.31 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-281-252-05.png
"SAMSUNG 32-Inch S39C Series FHD Curved Gaming Monitor, 75Hz, AMD FreeSync, Game Mode, Advanced Eye Comfort, Frameless Display, Built in Speakers, Slim Metal Stand, LS32C394EANXGO, 2023, Black","EASY ON THE EYES: In comparison to conventional monitors that have less curve 1000R* fits the human field of view for less eye strain; A clinical study at Seoul National University showed that the closer to 1000R the more eye fatigue is limited ,EASY ON THE EYES: In comparison to conventional monitors that have less curve 1000R* fits the human field of view for less eye strain; A clinical study at Seoul National University showed that the closer to 1000R the more eye fatigue is limitedFOCUSED COMFORT: The S39C's advanced eye comfort technology reduces eye strain for more comfortable computing; Flicker Free technology continuously removes tiring and irritating screen flicker while Eye Saver Mode minimizes emitted blue light ,READY TO ENTERTAIN: Connect to all your favorite devices with a convenient HDMI x2 and DP triple interface; The built-in 5 Watt speakers make it even easier to get lost in your favorite movies or TV shows without plugging in a speaker ,VISIONARY MINIMALI... ,",$269.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/BDN0D2402131CBKA87B.jpg
"ViewSonic VX2267-MHD 22 Inch 1080p Gaming Monitor with 75Hz, 1ms, Ultra-Thin Bezels, FreeSync, Eye Care, HDMI, VGA, and DP","22"" (21.5"" Viewable) ,MVA FHD 1920 x 1080 ,75 Hz ,FreeSync (AMD Adaptive Sync) ,3000:1 ,16.7 Million ,Tilt: 5° / 23° ,1 x D-Sub / 1 x DisplayPort / 1 x HDMI 1.4 ,VX2267-MHD, Power Cable, HDMI Cable, Quick Start Guide ,",$109.99 ,4.7,Newegg,https://c1.neweggimages.com/ProductImage/24-117-091-S01.jpg
"LG UltraGear 27"" (26.5"" Viewable) 240Hz OLED 2K Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible, QHD 2560 x 1440, Flat Panel 27GR95QE-B","27"" QHD (2560 x 1440) OLED Display ,OLED with 240Hz Refresh Rate ,0.03ms (GtG) Response time ,1.5M:1 Contrast Ratio ,NVIDIA G-SYNC Compatible ,AMD FreeSync Premium ,",$999.99 ,4.2,Newegg,https://c1.neweggimages.com/ProductImage/24-026-351-18.jpg
"ASUS 24” (23.8-inch viewable) 1080P Eye Care Monitor (VA24DQF) - IPS, Full HD, Frameless, 100Hz, 1ms, Adaptive-Sync, for Working and Gaming, Low Blue Light, Flicker Free, DisplayPort","23.8-inch Full HD (1920x1080) frameless design with IPS 178° wide viewing angle panel ,SmoothMotion 100Hz refresh rate and 1ms MPRT delivers a seamless, tear-free visual experience by enabling VRR (variable refresh rate) ,Rich connectivity features HDMI and DisplayPort, plus earphone jack ,VESA wall-mountable to save on desktop space ,ASUS Eye Care monitors feature TUV Rheinland-certified Flicker-free and Low Blue Light technologies to ensure a comfortable viewing experience ,What’s in the box: HDMI cable, L-shaped Screwdriver, Power cord, Quick start guide, Warranty Card ,Free 1-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$109.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-281-281-02.jpg
